text
"[{'label': 'neutral', 'score': 0.9997765421867371}]"
"[{'label': 'positive', 'score': 0.9978381991386414}]"
"[{'label': 'neutral', 'score': 0.8807258605957031}]"
"[{'label': 'neutral', 'score': 0.9991063475608826}]"
"[{'label': 'neutral', 'score': 0.9994105100631714}]"
"[{'label': 'neutral', 'score': 0.9944747090339661}]"
"[{'label': 'neutral', 'score': 0.9837913513183594}]"
"[{'label': 'neutral', 'score': 0.9932212829589844}]"
"[{'label': 'neutral', 'score': 0.9733587503433228}]"
"[{'label': 'positive', 'score': 0.9837090969085693}]"
"[{'label': 'positive', 'score': 0.9953664541244507}]"
"[{'label': 'positive', 'score': 0.9858101010322571}]"
"[{'label': 'positive', 'score': 0.9783498048782349}]"
"[{'label': 'positive', 'score': 0.9931193590164185}]"
"[{'label': 'neutral', 'score': 0.830443263053894}]"
"[{'label': 'positive', 'score': 0.9991986155509949}]"
"[{'label': 'neutral', 'score': 0.99937504529953}]"
"[{'label': 'neutral', 'score': 0.7128030061721802}]"
"[{'label': 'positive', 'score': 0.9982520937919617}]"
"[{'label': 'positive', 'score': 0.749841570854187}]"
"[{'label': 'positive', 'score': 0.9845575094223022}]"
"[{'label': 'positive', 'score': 0.9887323379516602}]"
"[{'label': 'neutral', 'score': 0.9530453681945801}]"
"[{'label': 'neutral', 'score': 0.9988133907318115}]"
"[{'label': 'neutral', 'score': 0.9995561242103577}]"
"[{'label': 'negative', 'score': 0.9460606575012207}]"
"[{'label': 'neutral', 'score': 0.9951364398002625}]"
"[{'label': 'neutral', 'score': 0.9991058707237244}]"
"[{'label': 'positive', 'score': 0.998116135597229}]"
"[{'label': 'positive', 'score': 0.9990159273147583}]"
"[{'label': 'neutral', 'score': 0.9921914935112}]"
"[{'label': 'neutral', 'score': 0.9993962049484253}]"
"[{'label': 'positive', 'score': 0.9988462924957275}]"
"[{'label': 'positive', 'score': 0.9515131115913391}]"
"[{'label': 'positive', 'score': 0.9899542331695557}]"
"[{'label': 'neutral', 'score': 0.9997652173042297}]"
"[{'label': 'neutral', 'score': 0.9995193481445312}]"
"[{'label': 'positive', 'score': 0.927151083946228}]"
"[{'label': 'neutral', 'score': 0.9652549624443054}]"
"[{'label': 'neutral', 'score': 0.9985975623130798}]"
"[{'label': 'neutral', 'score': 0.998883068561554}]"
"[{'label': 'positive', 'score': 0.9905335903167725}]"
"[{'label': 'neutral', 'score': 0.6703791618347168}]"
"[{'label': 'neutral', 'score': 0.5892602801322937}]"
"[{'label': 'neutral', 'score': 0.999634861946106}]"
"[{'label': 'positive', 'score': 0.8985597491264343}]"
"[{'label': 'neutral', 'score': 0.9991279244422913}]"
"[{'label': 'neutral', 'score': 0.9992524981498718}]"
"[{'label': 'neutral', 'score': 0.9993201494216919}]"
"[{'label': 'positive', 'score': 0.9759359955787659}]"
"[{'label': 'neutral', 'score': 0.9993714690208435}]"
"[{'label': 'neutral', 'score': 0.9998045563697815}]"
"[{'label': 'neutral', 'score': 0.9993784427642822}]"
"[{'label': 'positive', 'score': 0.8104321360588074}]"
"[{'label': 'neutral', 'score': 0.9997847676277161}]"
"[{'label': 'neutral', 'score': 0.9995025396347046}]"
"[{'label': 'positive', 'score': 0.9654872417449951}]"
"[{'label': 'positive', 'score': 0.9758270978927612}]"
"[{'label': 'neutral', 'score': 0.9990629553794861}]"
"[{'label': 'positive', 'score': 0.9411530494689941}]"
"[{'label': 'neutral', 'score': 0.9535033702850342}]"
"[{'label': 'neutral', 'score': 0.9954829216003418}]"
"[{'label': 'positive', 'score': 0.9724106192588806}]"
"[{'label': 'neutral', 'score': 0.9905192852020264}]"
"[{'label': 'positive', 'score': 0.9338513016700745}]"
"[{'label': 'neutral', 'score': 0.9998224377632141}]"
"[{'label': 'neutral', 'score': 0.8286251425743103}]"
"[{'label': 'neutral', 'score': 0.9997801184654236}]"
"[{'label': 'positive', 'score': 0.9837806224822998}]"
"[{'label': 'neutral', 'score': 0.999834418296814}]"
"[{'label': 'neutral', 'score': 0.9941287040710449}]"
"[{'label': 'positive', 'score': 0.8996292948722839}]"
"[{'label': 'negative', 'score': 0.9896590113639832}]"
"[{'label': 'negative', 'score': 0.9605858325958252}]"
"[{'label': 'positive', 'score': 0.743121862411499}]"
"[{'label': 'neutral', 'score': 0.979362964630127}]"
"[{'label': 'negative', 'score': 0.8311159014701843}]"
"[{'label': 'neutral', 'score': 0.9991750121116638}]"
"[{'label': 'neutral', 'score': 0.713287889957428}]"
"[{'label': 'neutral', 'score': 0.9994995594024658}]"
"[{'label': 'neutral', 'score': 0.9998644590377808}]"
"[{'label': 'positive', 'score': 0.853717029094696}]"
"[{'label': 'positive', 'score': 0.9936425685882568}]"
"[{'label': 'neutral', 'score': 0.9987353682518005}]"
"[{'label': 'neutral', 'score': 0.9998148083686829}]"
"[{'label': 'neutral', 'score': 0.9766755700111389}]"
"[{'label': 'neutral', 'score': 0.9997627139091492}]"
"[{'label': 'neutral', 'score': 0.8724546432495117}]"
"[{'label': 'neutral', 'score': 0.9860948324203491}]"
"[{'label': 'positive', 'score': 0.8519464135169983}]"
"[{'label': 'positive', 'score': 0.5173361897468567}]"
"[{'label': 'neutral', 'score': 0.9987994432449341}]"
"[{'label': 'positive', 'score': 0.9399398565292358}]"
"[{'label': 'positive', 'score': 0.934368908405304}]"
"[{'label': 'neutral', 'score': 0.9998276233673096}]"
"[{'label': 'neutral', 'score': 0.9989879727363586}]"
"[{'label': 'neutral', 'score': 0.9978106617927551}]"
"[{'label': 'neutral', 'score': 0.9984254837036133}]"
"[{'label': 'neutral', 'score': 0.9950472116470337}]"
"[{'label': 'positive', 'score': 0.8148886561393738}]"
"[{'label': 'neutral', 'score': 0.9946222305297852}]"
"[{'label': 'neutral', 'score': 0.9265308380126953}]"
"[{'label': 'neutral', 'score': 0.9998027682304382}]"
"[{'label': 'positive', 'score': 0.5024657845497131}]"
"[{'label': 'neutral', 'score': 0.9998650550842285}]"
"[{'label': 'neutral', 'score': 0.9994912147521973}]"
"[{'label': 'neutral', 'score': 0.9994630217552185}]"
"[{'label': 'neutral', 'score': 0.9982238411903381}]"
"[{'label': 'neutral', 'score': 0.9444653391838074}]"
"[{'label': 'neutral', 'score': 0.9541351199150085}]"
"[{'label': 'neutral', 'score': 0.9997815489768982}]"
"[{'label': 'positive', 'score': 0.5758600234985352}]"
"[{'label': 'neutral', 'score': 0.9851453304290771}]"
"[{'label': 'neutral', 'score': 0.983316957950592}]"
"[{'label': 'neutral', 'score': 0.842203676700592}]"
"[{'label': 'neutral', 'score': 0.999152660369873}]"
"[{'label': 'neutral', 'score': 0.9287596344947815}]"
"[{'label': 'neutral', 'score': 0.9998257756233215}]"
"[{'label': 'positive', 'score': 0.6091335415840149}]"
"[{'label': 'neutral', 'score': 0.5559964179992676}]"
"[{'label': 'neutral', 'score': 0.9998338222503662}]"
"[{'label': 'neutral', 'score': 0.9994540810585022}]"
"[{'label': 'neutral', 'score': 0.9987825751304626}]"
"[{'label': 'neutral', 'score': 0.9870584607124329}]"
"[{'label': 'neutral', 'score': 0.9994410872459412}]"
"[{'label': 'neutral', 'score': 0.9997854828834534}]"
"[{'label': 'neutral', 'score': 0.9529362320899963}]"
"[{'label': 'neutral', 'score': 0.9969690442085266}]"
"[{'label': 'neutral', 'score': 0.63881516456604}]"
"[{'label': 'neutral', 'score': 0.9949179887771606}]"
"[{'label': 'neutral', 'score': 0.99983811378479}]"
"[{'label': 'neutral', 'score': 0.9998342990875244}]"
"[{'label': 'neutral', 'score': 0.9997664093971252}]"
"[{'label': 'positive', 'score': 0.864868700504303}]"
"[{'label': 'neutral', 'score': 0.9993830919265747}]"
"[{'label': 'positive', 'score': 0.8840985298156738}]"
"[{'label': 'neutral', 'score': 0.992164134979248}]"
"[{'label': 'positive', 'score': 0.991868257522583}]"
"[{'label': 'neutral', 'score': 0.9921951293945312}]"
"[{'label': 'neutral', 'score': 0.9943225383758545}]"
"[{'label': 'neutral', 'score': 0.999811589717865}]"
"[{'label': 'neutral', 'score': 0.9989736080169678}]"
"[{'label': 'neutral', 'score': 0.999284565448761}]"
"[{'label': 'neutral', 'score': 0.9993630051612854}]"
"[{'label': 'positive', 'score': 0.9784265756607056}]"
"[{'label': 'neutral', 'score': 0.9998658895492554}]"
"[{'label': 'neutral', 'score': 0.995705783367157}]"
"[{'label': 'neutral', 'score': 0.9997966885566711}]"
"[{'label': 'neutral', 'score': 0.6933324337005615}]"
"[{'label': 'positive', 'score': 0.9978888630867004}]"
"[{'label': 'neutral', 'score': 0.9997981190681458}]"
"[{'label': 'neutral', 'score': 0.9997536540031433}]"
"[{'label': 'neutral', 'score': 0.9931983351707458}]"
"[{'label': 'positive', 'score': 0.9594050645828247}]"
"[{'label': 'positive', 'score': 0.8767155408859253}]"
"[{'label': 'neutral', 'score': 0.9998226761817932}]"
"[{'label': 'positive', 'score': 0.9832229018211365}]"
"[{'label': 'neutral', 'score': 0.9998248219490051}]"
"[{'label': 'positive', 'score': 0.9925131797790527}]"
"[{'label': 'neutral', 'score': 0.9998261332511902}]"
"[{'label': 'positive', 'score': 0.999189555644989}]"
"[{'label': 'neutral', 'score': 0.9766659140586853}]"
"[{'label': 'neutral', 'score': 0.9998575448989868}]"
"[{'label': 'neutral', 'score': 0.9493368268013}]"
"[{'label': 'positive', 'score': 0.8807793855667114}]"
"[{'label': 'neutral', 'score': 0.9720698595046997}]"
"[{'label': 'neutral', 'score': 0.9754605889320374}]"
"[{'label': 'neutral', 'score': 0.9994922876358032}]"
"[{'label': 'positive', 'score': 0.9979004859924316}]"
"[{'label': 'positive', 'score': 0.7411113381385803}]"
"[{'label': 'negative', 'score': 0.9821651577949524}]"
"[{'label': 'positive', 'score': 0.9972532391548157}]"
"[{'label': 'positive', 'score': 0.9989203214645386}]"
"[{'label': 'positive', 'score': 0.6934860348701477}]"
"[{'label': 'neutral', 'score': 0.9975070357322693}]"
"[{'label': 'neutral', 'score': 0.9207755923271179}]"
"[{'label': 'negative', 'score': 0.9905217885971069}]"
"[{'label': 'neutral', 'score': 0.9343932867050171}]"
"[{'label': 'neutral', 'score': 0.9111323952674866}]"
"[{'label': 'neutral', 'score': 0.9998552799224854}]"
"[{'label': 'neutral', 'score': 0.9997863173484802}]"
"[{'label': 'neutral', 'score': 0.999699592590332}]"
"[{'label': 'positive', 'score': 0.9820889234542847}]"
"[{'label': 'neutral', 'score': 0.926750659942627}]"
"[{'label': 'positive', 'score': 0.5863490700721741}]"
"[{'label': 'neutral', 'score': 0.9281442165374756}]"
"[{'label': 'neutral', 'score': 0.8383843302726746}]"
"[{'label': 'positive', 'score': 0.8541164398193359}]"
"[{'label': 'positive', 'score': 0.9991452693939209}]"
"[{'label': 'neutral', 'score': 0.9994563460350037}]"
"[{'label': 'neutral', 'score': 0.9998857975006104}]"
"[{'label': 'positive', 'score': 0.9981638789176941}]"
"[{'label': 'negative', 'score': 0.5033457279205322}]"
"[{'label': 'neutral', 'score': 0.8908609747886658}]"
"[{'label': 'negative', 'score': 0.9362332820892334}]"
"[{'label': 'neutral', 'score': 0.9792197942733765}]"
"[{'label': 'neutral', 'score': 0.9946377873420715}]"
"[{'label': 'neutral', 'score': 0.9998410940170288}]"
"[{'label': 'positive', 'score': 0.9916453957557678}]"
"[{'label': 'neutral', 'score': 0.9958680868148804}]"
"[{'label': 'positive', 'score': 0.9630609154701233}]"
"[{'label': 'positive', 'score': 0.9979506134986877}]"
"[{'label': 'neutral', 'score': 0.9973691701889038}]"
"[{'label': 'neutral', 'score': 0.7185956835746765}]"
"[{'label': 'positive', 'score': 0.9422288537025452}]"
"[{'label': 'positive', 'score': 0.9743890762329102}]"
"[{'label': 'positive', 'score': 0.9985713958740234}]"
"[{'label': 'neutral', 'score': 0.6921200752258301}]"
"[{'label': 'positive', 'score': 0.6892620921134949}]"
"[{'label': 'positive', 'score': 0.8437083959579468}]"
"[{'label': 'positive', 'score': 0.9780475497245789}]"
"[{'label': 'neutral', 'score': 0.87930828332901}]"
"[{'label': 'positive', 'score': 0.9880735278129578}]"
"[{'label': 'neutral', 'score': 0.7173252701759338}]"
"[{'label': 'positive', 'score': 0.9255778193473816}]"
"[{'label': 'neutral', 'score': 0.6417639255523682}]"
"[{'label': 'positive', 'score': 0.9929071664810181}]"
"[{'label': 'positive', 'score': 0.7422900795936584}]"
"[{'label': 'positive', 'score': 0.9991706609725952}]"
"[{'label': 'neutral', 'score': 0.6223744750022888}]"
"[{'label': 'neutral', 'score': 0.7229298949241638}]"
"[{'label': 'neutral', 'score': 0.8026340007781982}]"
"[{'label': 'neutral', 'score': 0.9982970356941223}]"
"[{'label': 'neutral', 'score': 0.9990878105163574}]"
"[{'label': 'positive', 'score': 0.8082928657531738}]"
"[{'label': 'positive', 'score': 0.98078852891922}]"
"[{'label': 'positive', 'score': 0.9944363832473755}]"
"[{'label': 'positive', 'score': 0.9941703081130981}]"
"[{'label': 'positive', 'score': 0.9049423336982727}]"
"[{'label': 'positive', 'score': 0.9981209635734558}]"
"[{'label': 'neutral', 'score': 0.9988395571708679}]"
"[{'label': 'positive', 'score': 0.7756167054176331}]"
"[{'label': 'positive', 'score': 0.987106442451477}]"
"[{'label': 'neutral', 'score': 0.9996175765991211}]"
"[{'label': 'neutral', 'score': 0.8921406865119934}]"
"[{'label': 'positive', 'score': 0.9968576431274414}]"
"[{'label': 'neutral', 'score': 0.9343044757843018}]"
"[{'label': 'positive', 'score': 0.9985042810440063}]"
"[{'label': 'positive', 'score': 0.5296911597251892}]"
"[{'label': 'positive', 'score': 0.9989700317382812}]"
"[{'label': 'positive', 'score': 0.9642261862754822}]"
"[{'label': 'neutral', 'score': 0.997381865978241}]"
"[{'label': 'positive', 'score': 0.9870844483375549}]"
"[{'label': 'neutral', 'score': 0.999848484992981}]"
"[{'label': 'neutral', 'score': 0.9965381622314453}]"
"[{'label': 'neutral', 'score': 0.581861674785614}]"
"[{'label': 'positive', 'score': 0.9988993406295776}]"
"[{'label': 'positive', 'score': 0.9854670763015747}]"
"[{'label': 'neutral', 'score': 0.9993706345558167}]"
"[{'label': 'neutral', 'score': 0.9952524900436401}]"
"[{'label': 'neutral', 'score': 0.9997902512550354}]"
"[{'label': 'neutral', 'score': 0.9986690282821655}]"
"[{'label': 'neutral', 'score': 0.7561078071594238}]"
"[{'label': 'neutral', 'score': 0.8447906970977783}]"
"[{'label': 'neutral', 'score': 0.9993686079978943}]"
"[{'label': 'neutral', 'score': 0.967220664024353}]"
"[{'label': 'positive', 'score': 0.9965481162071228}]"
"[{'label': 'positive', 'score': 0.9395006895065308}]"
"[{'label': 'positive', 'score': 0.997893750667572}]"
"[{'label': 'neutral', 'score': 0.9985122084617615}]"
"[{'label': 'neutral', 'score': 0.8620152473449707}]"
"[{'label': 'neutral', 'score': 0.9998687505722046}]"
"[{'label': 'neutral', 'score': 0.9855875968933105}]"
"[{'label': 'neutral', 'score': 0.99125075340271}]"
"[{'label': 'positive', 'score': 0.9974697828292847}]"
"[{'label': 'neutral', 'score': 0.9751521348953247}]"
"[{'label': 'negative', 'score': 0.9279073476791382}]"
"[{'label': 'neutral', 'score': 0.9991394281387329}]"
"[{'label': 'positive', 'score': 0.9982950091362}]"
"[{'label': 'neutral', 'score': 0.9705818891525269}]"
"[{'label': 'neutral', 'score': 0.97368323802948}]"
"[{'label': 'positive', 'score': 0.9938841462135315}]"
"[{'label': 'neutral', 'score': 0.9998599290847778}]"
"[{'label': 'neutral', 'score': 0.999809205532074}]"
"[{'label': 'neutral', 'score': 0.9998736381530762}]"
"[{'label': 'positive', 'score': 0.7694694399833679}]"
"[{'label': 'neutral', 'score': 0.9973545074462891}]"
"[{'label': 'negative', 'score': 0.9936147928237915}]"
"[{'label': 'negative', 'score': 0.5610837340354919}]"
"[{'label': 'positive', 'score': 0.640445351600647}]"
"[{'label': 'neutral', 'score': 0.8287684917449951}]"
"[{'label': 'neutral', 'score': 0.9158366918563843}]"
"[{'label': 'positive', 'score': 0.6901254057884216}]"
"[{'label': 'positive', 'score': 0.7941986322402954}]"
"[{'label': 'neutral', 'score': 0.9998244643211365}]"
"[{'label': 'neutral', 'score': 0.9988961219787598}]"
"[{'label': 'positive', 'score': 0.9979817867279053}]"
"[{'label': 'positive', 'score': 0.9990704655647278}]"
"[{'label': 'neutral', 'score': 0.9997876286506653}]"
"[{'label': 'neutral', 'score': 0.9930422306060791}]"
"[{'label': 'neutral', 'score': 0.9997772574424744}]"
"[{'label': 'positive', 'score': 0.9825952053070068}]"
"[{'label': 'neutral', 'score': 0.9998787641525269}]"
"[{'label': 'positive', 'score': 0.5541390776634216}]"
"[{'label': 'positive', 'score': 0.5541390776634216}]"
"[{'label': 'neutral', 'score': 0.9997541308403015}]"
"[{'label': 'positive', 'score': 0.9805326461791992}]"
"[{'label': 'neutral', 'score': 0.9998539686203003}]"
"[{'label': 'neutral', 'score': 0.9993816614151001}]"
"[{'label': 'neutral', 'score': 0.9997547268867493}]"
"[{'label': 'neutral', 'score': 0.9390261769294739}]"
"[{'label': 'neutral', 'score': 0.999883770942688}]"
"[{'label': 'neutral', 'score': 0.6372368335723877}]"
"[{'label': 'neutral', 'score': 0.9998775720596313}]"
"[{'label': 'neutral', 'score': 0.9993318915367126}]"
"[{'label': 'neutral', 'score': 0.9998781681060791}]"
"[{'label': 'neutral', 'score': 0.9982989430427551}]"
"[{'label': 'neutral', 'score': 0.9065955281257629}]"
"[{'label': 'neutral', 'score': 0.9598610997200012}]"
"[{'label': 'neutral', 'score': 0.9839698672294617}]"
"[{'label': 'positive', 'score': 0.9976645708084106}]"
"[{'label': 'negative', 'score': 0.9847292304039001}]"
"[{'label': 'positive', 'score': 0.5727384090423584}]"
"[{'label': 'neutral', 'score': 0.9944443106651306}]"
"[{'label': 'neutral', 'score': 0.6107022762298584}]"
"[{'label': 'neutral', 'score': 0.9713423848152161}]"
"[{'label': 'neutral', 'score': 0.9997771382331848}]"
"[{'label': 'neutral', 'score': 0.9952391386032104}]"
"[{'label': 'positive', 'score': 0.9984033703804016}]"
"[{'label': 'neutral', 'score': 0.789869487285614}]"
"[{'label': 'positive', 'score': 0.5504744648933411}]"
"[{'label': 'neutral', 'score': 0.9770861268043518}]"
"[{'label': 'neutral', 'score': 0.9998712539672852}]"
"[{'label': 'positive', 'score': 0.9763394594192505}]"
"[{'label': 'neutral', 'score': 0.9628514051437378}]"
"[{'label': 'positive', 'score': 0.997965931892395}]"
"[{'label': 'neutral', 'score': 0.9721946716308594}]"
"[{'label': 'neutral', 'score': 0.9961997866630554}]"
"[{'label': 'neutral', 'score': 0.9995560050010681}]"
"[{'label': 'negative', 'score': 0.8359988331794739}]"
"[{'label': 'positive', 'score': 0.9083991050720215}]"
"[{'label': 'neutral', 'score': 0.999757707118988}]"
"[{'label': 'neutral', 'score': 0.9961826205253601}]"
"[{'label': 'positive', 'score': 0.9950600266456604}]"
"[{'label': 'neutral', 'score': 0.9998419284820557}]"
"[{'label': 'positive', 'score': 0.9974944591522217}]"
"[{'label': 'neutral', 'score': 0.9996007084846497}]"
"[{'label': 'neutral', 'score': 0.9996950626373291}]"
"[{'label': 'positive', 'score': 0.9993146657943726}]"
"[{'label': 'positive', 'score': 0.9966094493865967}]"
"[{'label': 'neutral', 'score': 0.9997757077217102}]"
"[{'label': 'positive', 'score': 0.9248296618461609}]"
"[{'label': 'neutral', 'score': 0.9236834645271301}]"
"[{'label': 'positive', 'score': 0.9987315535545349}]"
"[{'label': 'neutral', 'score': 0.8945250511169434}]"
"[{'label': 'positive', 'score': 0.999380350112915}]"
"[{'label': 'neutral', 'score': 0.9996649026870728}]"
"[{'label': 'positive', 'score': 0.9940581321716309}]"
"[{'label': 'neutral', 'score': 0.9870332479476929}]"
"[{'label': 'positive', 'score': 0.9944964051246643}]"
"[{'label': 'neutral', 'score': 0.8944178223609924}]"
"[{'label': 'neutral', 'score': 0.6589838862419128}]"
"[{'label': 'negative', 'score': 0.5556161403656006}]"
"[{'label': 'neutral', 'score': 0.9959820508956909}]"
"[{'label': 'neutral', 'score': 0.9998154044151306}]"
"[{'label': 'neutral', 'score': 0.9988046884536743}]"
"[{'label': 'neutral', 'score': 0.999640941619873}]"
"[{'label': 'positive', 'score': 0.9995203018188477}]"
"[{'label': 'neutral', 'score': 0.9998601675033569}]"
"[{'label': 'positive', 'score': 0.9731407165527344}]"
"[{'label': 'neutral', 'score': 0.9988706707954407}]"
"[{'label': 'neutral', 'score': 0.9997058510780334}]"
"[{'label': 'positive', 'score': 0.8836966753005981}]"
"[{'label': 'neutral', 'score': 0.9740193486213684}]"
"[{'label': 'positive', 'score': 0.7863674163818359}]"
"[{'label': 'neutral', 'score': 0.9998611211776733}]"
"[{'label': 'positive', 'score': 0.9994001388549805}]"
"[{'label': 'positive', 'score': 0.9075486063957214}]"
"[{'label': 'neutral', 'score': 0.997569739818573}]"
"[{'label': 'neutral', 'score': 0.9998387098312378}]"
"[{'label': 'neutral', 'score': 0.9995039701461792}]"
"[{'label': 'neutral', 'score': 0.9943660497665405}]"
"[{'label': 'neutral', 'score': 0.6432511806488037}]"
"[{'label': 'positive', 'score': 0.7434725761413574}]"
"[{'label': 'positive', 'score': 0.9992716908454895}]"
"[{'label': 'positive', 'score': 0.9994158744812012}]"
"[{'label': 'negative', 'score': 0.9341118931770325}]"
"[{'label': 'negative', 'score': 0.9871019721031189}]"
"[{'label': 'neutral', 'score': 0.9997672438621521}]"
"[{'label': 'positive', 'score': 0.5527461171150208}]"
"[{'label': 'positive', 'score': 0.9776543974876404}]"
"[{'label': 'neutral', 'score': 0.8235290050506592}]"
"[{'label': 'positive', 'score': 0.9891582727432251}]"
"[{'label': 'neutral', 'score': 0.9984899759292603}]"
"[{'label': 'positive', 'score': 0.9989823698997498}]"
"[{'label': 'neutral', 'score': 0.6209796667098999}]"
"[{'label': 'neutral', 'score': 0.9998511075973511}]"
"[{'label': 'neutral', 'score': 0.667299211025238}]"
"[{'label': 'neutral', 'score': 0.9998190999031067}]"
