rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,id,senti_lst,label,score
5,xl face mask,"My husband is a big guy with a beard - further - in my opinion - an unusually large head.  So finding washable masks for him as been a real challenge.  These masks are really big.  Fully cover his nose, face and beard.  He really like the comfort of the ear loops which are also part of the ""adjustablity.""  I am not a huge fan of the hanging mask (for sanitary reasons - ""don't mess with your mask"" etc)  BUT it does keep the mask from being put down - possibly leaving germs on surfaces - and then picking them up again.  They are washable - highly important to me.  They are simple black.  Nothing fancy.  The point is, they will work.  I never hesitate to update my reviews should new info seem useful.  Having said all of that, I just ordered 1/2 a dozen more for him to use.",[],B08BWBQ3T3,B08K2MYBZY,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2020-11-01 00:56:17.518,0,True,23,"('POSITIVE', 0.9850248098373413)",POSITIVE,0.9850248098373413
5,rubber kitchen gloves,"In this day and age of excessive hand washing - I HAD to have some of these to save my poor, cracked over washed hands - still have to do the dishes.  They are extra long.  I consider myself to have a medium size hand and they are snug - but not too.  Comes with a set of 3 in 3 different colors -- that happen to work for spring right now - but who really cares.  My hands are grateful.",[],B07WBY2HPZ,B07WBY2HPZ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2020-04-12 19:40:17.356,0,True,24,"('NEGATIVE', 0.5624118447303772)",NEGATIVE,0.5624118447303772
5,glucose tabs,"Husband is type 2 diabetic and with the combo of meds he takes, occasionally low blood sugar is a thing.  These are easy and measured.  He really likes the grape taste, but lets face it, they are really an emergency fix - so taste makes it easier to get down - which is what is most important.  The travel tube is very handy.",[],B01MRWVRV9,B01MRWVRV9,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2019-08-06 04:18:04.113,1,True,25,"('POSITIVE', 0.9858260750770569)",POSITIVE,0.9858260750770569
5,baking soda shakers,"Good price, effective, refillable.  I use these for soft scrubbing cleaning.  Keep one in the kitchen and each bathroom.  I purchase the bulk bag of baking soda to refill the shakers.  A great companion purchase.  Add a little vinegar to the sink or whatever you are cleaning with baking soda for a disinfecting property.  All natural.  I never hesitate to update my reviews should new info seem useful.  And I hope this info was helpful to you!",[],B0009Q63C4,B0CDDBK2G4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2019-01-21 16:14:57.342,3,True,26,"('POSITIVE', 0.9947444200515747)",POSITIVE,0.9947444200515747
5,bath brush,"Husband likes these because the bristles are pretty stiff... he likes a nice, firm back scrubber.  They seem to hold up.  I will update should new info seem useful.",[],B0107RUU5U,B0107RUU5U,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2018-02-12 23:13:04.746,0,True,27,"('POSITIVE', 0.9680452942848206)",POSITIVE,0.9680452942848206
1,long handled shoe horn with spring,"I thought the &#34;adjustability&#34; of this shoe horn would be good.  And it might have been... EXCEPT for the spring just above the horn.  It makes the shoe horn completely unusable as it bends at the spring!  So... your foot won't slide into the shoe!  If you need a little extra length because bending over is an issue, definately go for the solid, long handle.  I just pitched this one and purchased a solid long handle shoe horn.  Works like a dream.  For the life of me I cannot imagine how anyone thought this one would work.  Garbage.",[],B00T6NJGAW,B07K8G552L,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2017-12-14 19:46:10.734,1,True,28,"('NEGATIVE', 0.9691716432571411)",NEGATIVE,0.9691716432571411
5,fabric gift bag,"Very nice.  Looks just as pictured.  I put a yarn project keeper, some yarn and a couple other small items without trouble.  The measurements given were active.  The ribbon is lovely, thick satin ribbon and is white.  Plenty of it with lots of tail after closing the top.  The material of the bag is thin, but effective - I can't see through it.  I would buy again.  It's a lovely, reusable gift bag. It arrived quickly (I have prime) and in great shape along with other items I ordered.",[],B0733X13BS,B0733X13BS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2017-11-07 18:12:16.643,1,True,29,"('POSITIVE', 0.9995949864387512)",POSITIVE,0.9995949864387512
5,toenail clippers,"Bought these for my husband.  They have a good grip and were easy to hold onto.  I also likes that they have a larger clip area as your toenails are larger than your finger tips, general speaking.  They are heavy and sharp.  I feel as though they will last for some to come. I never hesitate to update my reviews if new info should seem useful.  They arrived quickly (I have prime) and in good condition along with a few other things I had ordered.",[],B013DFUSB4,B013DFUSB4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2016-12-14 22:51:54.000,0,True,30,"('POSITIVE', 0.9986442923545837)",POSITIVE,0.9986442923545837
4,works,I got this to help with a edible tincture and it works very well.  I must say that a small portion goes a long way.,[],B004C7MTLA,B004C7MTLA,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2013-12-10 01:56:43.000,1,True,31,"('POSITIVE', 0.9998250603675842)",POSITIVE,0.9998250603675842
4,Retro style,"I bought these to wear when I take my contacts out.  FYI, they are a little wide.  I am a girl and I think they are meant for big headed boys.  :)  All the same, I love the style.  Just wish they were a little bit tighter at the temples.  The appear to be good quality and I don't see any distortion in the lens.",[],B004ZIEXOW,B004ZIEXOW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2013-05-17 01:21:08.000,0,True,32,"('POSITIVE', 0.9990610480308533)",POSITIVE,0.9990610480308533
5,very happy with purchase,"was just as described, very happy with purchase.",[],B00CGBBXCU,B00CGBBXCU,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,2015-01-22 12:33:59.000,0,True,33,"('POSITIVE', 0.9998595714569092)",POSITIVE,0.9998595714569092
5,Removes odors,Removes odors effectively and has a nice smell.,[],B00NL6ZYNS,B0BTLP552N,AFKNVFEXRGUGJAGMENCOWLVDYVCQ,2020-08-19 17:13:32.021,0,True,34,"('POSITIVE', 0.9996397495269775)",POSITIVE,0.9996397495269775
3,Jury still out,Jury still out. Getting used to.,[],B07Z85382Y,B07Z85382Y,AGYWDTDUSHHZEHTF456VJTOVOKYA,2020-01-17 03:12:18.395,0,True,35,"('POSITIVE', 0.8578841090202332)",POSITIVE,0.8578841090202332
4,Perfect for work and travel,"I bought two of these. I have an expensive one at home and needed something smaller and less money for work and for when I travel. Though it may not be ""as powerful"" as my expensive one at home, it does the job. I keep the one at work in a cosmetic bag, with toothpaste, toothbrush and a small mouthwash and it's perfect to tote to the restroom after lunch and keeping my teeth clean. The other is in my travel cosmetic case, so when I go out of town - I just charge it up and off I go. For $9.99, you can't beat the price.",[],B09MRL55ZJ,B09MRL55ZJ,AFXDYTFXJLX4YG3UD7W23W7Z5Y4A,2022-06-30 02:43:04.250,0,True,36,"('POSITIVE', 0.9392751455307007)",POSITIVE,0.9392751455307007
3,Three Stars,More of a dull gold vs bright gold,[],B01FRTOJQ4,B01FRTOJQ4,AFWTME2ROGUQI5J5FB3DWCLKZNBA,2017-04-27 04:24:29.000,0,True,37,"('NEGATIVE', 0.9989290833473206)",NEGATIVE,0.9989290833473206
5,great,"very  nice  bags,  elegant  look  and  excellent  packing in  its  own  wrapped  box.  I  have  purchased  again, and  you  will  be  happy",[],B08F1YCD41,B08F1YCD41,AG6SNHIVEFMJIXCLZWKTGEOV5ZBQ,2021-04-18 21:45:15.547,0,True,38,"('POSITIVE', 0.9998853206634521)",POSITIVE,0.9998853206634521
5,Great value for great compression socks!,"The first time I used these socks, they were difficult to pull on, but after washing were easier, and so worthwhile!",[],B07VVWWJMV,B07VVWWJMV,AHKIMFUXMLOUN7SBXHEDD2K2AN7Q,2019-12-31 21:46:54.231,0,True,39,"('POSITIVE', 0.9996805191040039)",POSITIVE,0.9996805191040039
5,Fast and reliable shipping! Great product!,I got this for my mom as a gift and she loves it! Crap i love it! Fast shipping too! Will buy again!,[],B00V0249MC,B0B4328BFW,AEZSZS7UV44CAJJR5FNEM4DZCWTQ,2020-05-21 23:38:27.325,0,False,40,"('POSITIVE', 0.9987157583236694)",POSITIVE,0.9987157583236694
5,really nice,good size and sturdy,[],B07SKK3G4J,B07SKK3G4J,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,2020-10-22 10:50:47.234,0,True,41,"('POSITIVE', 0.9998635053634644)",POSITIVE,0.9998635053634644
4,Tastes okay; a little hard to mix; lots of good ingredients,"I give this a solid 4-stars because it contains lots of good ingredients and tastes reasonably good.  I thought it seemed to help my digestive system, but haven't taken it long enough to know for sure.  The only problem that I found with this is that it doesn't mix up really well in a glass of water.  You have to stir it quite a bit and you still seem to have small pieces and residue that doesn't mix in well.  This is the first time I have really tried a ""superfood"".  I tried the green one (vegetable mostly), but am thinking of also trying the red (more fruit, I assume).  For less money, you can probably buy fruits and veggies that will give you the same nutrition, but this may be more concentrated and probably a decent partial substitute for not eating correctly.  The only bad ingredient that I could see is that it contains some sugar.",[],B07D7YRNTZ,B09Q9BFGPD,AFAIJYOUO3NAWLBDIKTQSC3DASWA,2019-04-03 16:56:05.806,0,False,42,"('NEGATIVE', 0.9943300485610962)",NEGATIVE,0.9943300485610962
5,Stays strong!,Love this product!!!! Will order more. So easy to use & stays strong,[],B071ZNGVVY,B071ZNGVVY,AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,2019-12-27 22:34:01.725,0,True,43,"('POSITIVE', 0.9998334646224976)",POSITIVE,0.9998334646224976
5,A little difficult for kids to use,A little difficult for kids to use but ok for the price,[],B01GR40MJQ,B01GR40MJQ,AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,2019-09-23 01:27:36.742,0,True,44,"('POSITIVE', 0.9969347715377808)",POSITIVE,0.9969347715377808
3,"Seems to do what it says, but didn’t work for me.","Unfortunately I’m returning this item. I tried it on and it was fairly simple to figure out how to adjust it. It definitely felt like it was pulling my shoulders back and I could instantly feel a bit of relief from my poor posture. However once on and snug, it cuts into my arm pit area too tightly. It may be my size or my sensitivity level. I’m a female, 5 1’ and weigh about 125. I don’t not recommend this product since it seems like it would be effective, it just wasn’t for me.",[],B082G5X2F1,B082G5X2F1,AHY55PORR7VYL72JBUYNSO6KCA5A,2020-05-19 23:26:03.896,2,True,45,"('NEGATIVE', 0.9972023963928223)",NEGATIVE,0.9972023963928223
5,Very strong and well made,"While this didnt seat on my walker bars well, it worked great for picking things up.I got the 26 inch one because the 36 in. one picked up good but it was a long reach to grab what I picked up. This one is perfect! It is a very sturdy piece of material especially the grabbing fingers. There is a rubber coating so what you pick up, doesnt slip out.",[],B0824TJ5HG,B0824TJ5HG,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,2020-01-11 05:11:59.668,0,False,46,"('POSITIVE', 0.9994434714317322)",POSITIVE,0.9994434714317322
5,Works,My uses it everyday,[],B018VNTBVQ,B018VNTBVQ,AHSAUHUTLVNKJ72GUIPGI5XZH6ZA,2019-01-05 20:55:53.490,0,True,47,"('POSITIVE', 0.9995421171188354)",POSITIVE,0.9995421171188354
5,Good sturdy 4 ounce cup,"I’ve only used these cups a few times as my husband shares his coffee with me & this cup & amount is perfect.<br />I previously bought another brand that came with a clip on handle and they are okay for store sampling, one time use, but since I could feel the hot coffee, I had to use two.<br />These cups are thicker & sturdier as I’ve used them multiple times since my husband makes 3-5 coffees per day, depending on if we share them and I’ve haven’t had to replace the cup because of multiple uses even if it sat for awhile in between cups.<br />I would definitely recommend and I would definitely rebuy.",[],B071P8W7VJ,B071P8W7VJ,AHE2H77LQCUDXIXFI46LFDCVKJNQ,2019-08-04 20:56:45.175,0,True,48,"('NEGATIVE', 0.6553213000297546)",NEGATIVE,0.6553213000297546
4,Good value great for goodie bags,Very satisfied with this purchase. For the price it's a great value and cheaper then the party stores I think. Only a handful were broken and out of 250 items I tho k that's good. Didn't know it had so many tattoos though and is mostly the slappy sticky toys,[],B01NBBW4LH,B01NBBW4LH,AH4CGRSYSW5CWLRGQYRZKNJBUPAA,2018-01-11 17:41:14.355,0,True,49,"('POSITIVE', 0.8849694728851318)",POSITIVE,0.8849694728851318
3,"These taste ok, but they are very hard to chew","These gummies aren't soft at all.  They are hard and stick to the teeth.  The flavor is good and the fiber is good, but just much to hard.",[],B09JB33NY1,B09JB33NY1,AHATA6X6MYTC3VNBFJ3WIYVK257A,2022-02-22 19:25:25.875,1,False,50,"('POSITIVE', 0.9839249849319458)",POSITIVE,0.9839249849319458
5,I love that it's made in the USA,"This product is relaxing.  It is a little expensive, but it's nice and soothing.  It's made in the USA.<br />I would buy this product again.",[],B093Q55FW9,B093Q55FW9,AHATA6X6MYTC3VNBFJ3WIYVK257A,2021-11-19 02:22:14.401,0,False,51,"('POSITIVE', 0.9997439980506897)",POSITIVE,0.9997439980506897
5,Helps give relief,I'm kind of between a 6 and a 6 1/2 so some shoes are too tight and some are a little loose.  These pads help with the 6 1/2 for the ones that are a little loose. Adds a bit more comfort for long wear.,[],B07D4B4CZQ,B07D4B4CZQ,AHATA6X6MYTC3VNBFJ3WIYVK257A,2021-06-11 12:54:00.244,0,False,52,"('NEGATIVE', 0.9049813747406006)",NEGATIVE,0.9049813747406006
5,These are cute and serve their purpose,Great for little ones. The color holds well and the design is cute.,[],B08DXD76HB,B08DXD76HB,AHATA6X6MYTC3VNBFJ3WIYVK257A,2021-02-25 01:18:40.590,0,False,53,"('POSITIVE', 0.9998849630355835)",POSITIVE,0.9998849630355835
4,Fit well,These fit as expected and fit well.  They are snug as to be expected with compression socks.  The color and style are cute. They wash well,[],B07YVHTQ56,B07YVHTQ56,AHATA6X6MYTC3VNBFJ3WIYVK257A,2020-06-10 03:12:10.899,0,False,54,"('POSITIVE', 0.9991565942764282)",POSITIVE,0.9991565942764282
3,"Has good stimulation, but doesn't stay in place very well.","Even when sitting the tabs come off.  They don't stick well.  The TENS unit stimulates like it's supposed to, but even when just sitting still the pads come off. they need better adhesive.<br /><br />The unit isn't rechargeable.  You have to use batteries.  You can buy rechargeable batteries for it.",[],B07R3SKKQP,B07R3SKKQP,AHATA6X6MYTC3VNBFJ3WIYVK257A,2019-09-06 03:21:01.025,0,False,55,"('NEGATIVE', 0.9976949095726013)",NEGATIVE,0.9976949095726013
5,My favorite protein powder,"Blends great, very subtle flavor. I've used it for smoothies, but when I realized it doesn't taste awful, I started using it to cook toaster-sized protein pancakes to store in my freezer.",[],B0792Q3V64,B0792Q3V64,AHATA6X6MYTC3VNBFJ3WIYVK257A,2019-06-26 16:05:27.799,0,False,56,"('POSITIVE', 0.9976015686988831)",POSITIVE,0.9976015686988831
4,(y),Blended well into my smoothies. Not much taste difference with the other vegetables and things.,[],B07J32R15F,B07XVVVB8W,AHATA6X6MYTC3VNBFJ3WIYVK257A,2019-06-26 16:00:59.667,0,False,57,"('POSITIVE', 0.912299633026123)",POSITIVE,0.912299633026123
5,This selfie stick works great,The selfie stick is easy to use and easy to hold.  I love that it has the bluetooth remote.  So much easier than setting the timer for selfies. It extends to a good length and the tripod is a great bonus!  Love everything about it!,[],B07L1R72FT,B07L1R72FT,AHATA6X6MYTC3VNBFJ3WIYVK257A,2019-04-25 15:06:32.004,0,False,58,"('POSITIVE', 0.9997220635414124)",POSITIVE,0.9997220635414124
1,"Nice product. Only one pack in box, not 12.","These wipes are great!  I love that they are flushable.  They clean well and have a pleasant scent.  These are portable packages.  I like the idea that you can throw them in a bag without having a bulky, plastic, space hog container. After problems with the septic tank, these are not good for the septic tank. I'm sure they eventually dissolve but not right away.<br /><br />You must know... The listing says it comes with 12 packs, it only comes with ONE.  In which case, you have to return the one package to receive a credit.  I didn't return mine in time, therefore, I paid $22+ for only one pack of wipes.  Not sure how this became my fault, but it is what it is.",[],B003FGE1TC,B0BR84SRTX,AHATA6X6MYTC3VNBFJ3WIYVK257A,2017-02-25 16:47:25.000,5,True,59,"('POSITIVE', 0.9632706642150879)",POSITIVE,0.9632706642150879
3,If I need to be honest ... Meh,"I don't hate these but I don't love them either, they are okay but they don't curl my eyelashes as good as others I've used before, they just don't, they barely curl them at all not sure why and my assumption is that they just don't curl your eyelashes very well. On the flip side they are easy to use and do not slide while you're using them (at least hasn't happened so far) so that is a good thing I guess, if that is what you're looking for. Also they do come with refills and everything else so that's also a good thing. I personally have had quite a few moments where I have trouble using curlers sometimes so these are good in that aspect, but other than that I'd say they don't really curl very well.",[],B085TQFQG2,B085TQFQG2,AFA26DYXVLJYTYZ3KET77GE27N2A,2020-05-30 00:34:49.815,0,True,60,"('POSITIVE', 0.9731046557426453)",POSITIVE,0.9731046557426453
